web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,data-page-selector,data-page-selector-href,Article-headline-0,image-0-src,Product Category-0,Product Brand-0,Product Size-0,Product Description-0
"1758850007-25","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME S - Protection solaire","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-s-solaire/?action=souscat&id_cat=3","ALBUCIN – Crème de Jour SPF 50+
                                                                ALBUCIN-TRIPLE ACTION 30ml
                                                            
                                                        Voir plus","https://www.gssante.com/albucin-creme-de-jour-spf-50/?action=souscat&id_cat=3&id_cat1=15","ALBUCIN – Crème de Jour SPF 50+","https://www.gssante.com/MtdGssante/uploads/2021/04/ECRAN-W.jpg","GAMME A - Peau Allergique et Sensible","PHARMACERIS S","ALBUCIN-TRIPLE ACTION 30ml","83% unifie le teint
83% procure un effet éclaircissant naturel
79% éclaircit les décolorations
haute tolérance et efficacité
testé dermatologiquement

LES INDICATIONS :

Recommandé pour le soin quotidien des peaux présentant une hyperpigmentation, un teint inégal ou une peau à risque de décoloration due à l’exposition au soleil, aux changements hormonaux, à la contraception orale, à la grossesse, aux traitements dermatologiques, aux chirurgies esthétiques ou à l’inflammation.

ACTION :

La crème unique et hautement concentrée contient 4% de Niacinamide, une substance aux propriétés éclaircissantes comparables à celles de l’hydroquinone *, ingrédient actif des traitements médicaux éclaircissants.
La niacinamide est une substance hautement sûre qui bloque efficacement la synthèse de la mélanine et sa migration vers l’épiderme, aidant à prévenir de nouvelles décolorations épidermiques.
L’effet éclaircissant est renforcé par la vitamine C et le complexe Biomimétique-Peptide.
Ils agissent à l’unisson pour réduire l’hiperpigmentation existante, éclaircir le teint et uniformiser le teint. La vitamine E agit comme un antioxydant physiologique qui retarde le vieillissement cutané.
Le filtre SPF 50+ offre une photoprotection efficace.
La crème ne provoque pas de dépigmentation de la peau saine."
"1758850014-26","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME P - Psoriasis","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-p-psoriasis/?action=souscat&id_cat=3","PHARMACERIS P
                                Gel lavant corps et peau régulant le processus de peeling
                                                                Puri-ichtilium 250 ml
                                                            
                                                        Voir plus","https://www.gssante.com/gel-lavant-corps-et-peau-regulant-le-processus-de-peeling/?action=souscat&id_cat=3&id_cat1=14","Gel lavant corps et peau régulant le processus de peeling","https://www.gssante.com/MtdGssante/uploads/2020/06/gel-lavant.jpg","GAMME A - Peau Allergique et Sensible","","Puri-ichtilium 250 ml","-76% réduit la visibilité des lésions psoriasiques

-50% nettoie parfaitement

-Haute tolérance et efficacité

-Testé cliniquement et dermatologiquement
LES INDICATIONS

Gel spécialiste recommandé pour le lavage quotidien du corps et du cuir chevelu avec des lésions psoriasiques et lors de l’exacerbation de la dermatite atopique.

Recommandé pour l’exfoliation des écailles excessives et pour prévenir la gravité et la récurrence des lésions psoriasiques.

Également recommandé pour les personnes ayant une peau sèche excessive, une sensation de tension, des démangeaisons et une desquamation de l’épiderme.
ACTION

Le gel réduit les symptômes de sécheresse excessive, de démangeaisons et de visibilité des écailles dans les lésions psoriasiques. Nettoie, hydrate et lisse parfaitement le cuir chevelu et le corps et soutient le processus de régénération de la peau.

La formule enrichie de l’ingrédient innovant Immuno activator vit. D, imitant les effets de vit. D, restaure la capacité des cellules à créer une protection adéquate de la barrière cutanée et à réguler le processus d’exfoliation des cellules mortes de la peau. En combinaison avec l’extrait d’écorce de saule, il normalise les processus de prolifération épidermique, redonne du confort et une apparence saine à la peau.

L’ichtiol, aux propriétés antiseptiques, associé à la bétaïne réduit l’irritation et réduit la sensation de démangeaisons et de brûlures du cuir chevelu et du corps.

Le pyroctonate d’lamine réduit la desquamation de la peau glabre et velue (pellicules), tout en empêchant la récurrence des affections.

Le gel prolonge la période de rémission des lésions psoriasiques. Il améliore l’état des cheveux, facilite le peignage et sans provoquer de cheveux gras.

Ne contient pas de savon.

HAUTE TOLÉRANCE ET EFFICACITÉ

TESTÉ CLINIQUEMENT ET DERMATOLOGIQUEMENT

Capacité: 250 ml
MODE D’EMPLOI

Utilisez matin et soir pour nettoyer votre cuir chevelu et votre corps, en remplacement des savons et shampooings traditionnels.

Appliquer le gel sur la peau et les cheveux humides, puis masser en mouvements circulaires jusqu’à mousse. Rincer à l’eau.

Pour augmenter l’efficacité, appliquer un traitement avec une préparation spécialisée ICHTILIX-FORTE et sur le corps BODY-ICHTILIUM de la série Pharmaceris P."
"1758850017-27","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME P - Psoriasis","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-p-psoriasis/?action=souscat&id_cat=3","PHARMACERIS P
                                Corps apaisant et fatning
                                                                Ichtilium crème corps 175 ml
                                                            
                                                        Voir plus","https://www.gssante.com/corps-apaisant-et-fatning/?action=souscat&id_cat=3&id_cat1=14","Corps apaisant et fatning","https://www.gssante.com/MtdGssante/uploads/2020/06/creme-corp.jpg","GAMME A - Peau Allergique et Sensible","","Ichtilium crème corps 175 ml","ICHTILIUM CRÈME CORPS 175 ML
-92% hydrate

-83% soulagent les démangeaisons et les brûlures

-Haute tolérance et efficacité

-Testé cliniquement et dermatologiquement
LES INDICATIONS

La crème est recommandée pour les soins quotidiens de la peau avec des lésions psoriasiques et des symptômes de la MA.

Également recommandé pour les personnes ayant une sécheresse excessive de la peau, une sensation de tension, des démangeaisons et une desquamation de l’épiderme.

Traitement visant à prolonger la période de rémission.
ACTION

La crème huileuse régule et rétablit le bon processus de renouvellement épidermique.

Recette avec une formule renforcée, basée sur l’innovant activateur Immuno vit. D, qui active le gène du récepteur de la vitamine D – VDR, déclenche une cascade de signalisation dépendante de la vitamine D dans la peau, affectant la bonne régulation de la prolifération et de la différenciation cellulaire. Il stabilise le processus de kératinisation de la peau, affecte l’hydratation, la lubrification, le ramollissement et l’amincissement de l’épiderme excessivement calleux, réduisant la visibilité des lésions psoriasiques et reconstruisant la barrière épidermique.

La formule est complétée par de l’acide salicylique exfoliant les couches superficielles de l’épiderme mort et les écailles accumulées. Lisse et restaure le confort et l’apparence d’une peau saine.

L’ichthiol léger apaise et apaise les irritations et réduit les démangeaisons et les brûlures de la peau. La crème prolonge la période de rémission et prévient la récurrence des lésions psoriasiques.

Les vitamines E et F affectent la nutrition de manière complémentaire et accélèrent la régénération de la peau, renforçant sa structure.
HAUTE TOLÉRANCE ET EFFICACITÉ

TESTÉ DERMATOLOGIQUEMENT

Capacité: 175 ml
MODE D’EMPLOI

Appliquer sur une peau propre. Utiliser pour les soins quotidiens – matin et soir.

Pour augmenter l’efficacité du traitement, pour un nettoyage quotidien du cuir chevelu et du corps, utilisez simultanément le gel PURI-ICHTILIUM et la préparation spécialisée ICHTILIX-FORTE de la série Pharmaceris P."
"1758850023-28","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Shampoing Normalisant Cheveux Gras
                                                                H-SEBOPURIN 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/shampoing-normalisant-cheveux-gras/?action=souscat&id_cat=3&id_cat1=13","Shampoing Normalisant Cheveux Gras","https://www.gssante.com/MtdGssante/uploads/2021/04/shamp-vert.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-SEBOPURIN 250ml","83% soulage les démangeaisons du cuir chevelu
76% réduit le gras des cheveux
haute tolérance et efficacité
testé dermatologiquement

LES INDICATIONS :

Le shampooing est recommandé pour le soin quotidien du cuir chevelu séborrhéique et des cheveux gras.

ACTION :

Développée par le Dr Irena Eris Center for Science and Research, cette formule concentrée enrichie en extrait de bardane nettoie efficacement les cheveux et normalise l’excès de gras du cuir chevelu, le réduisant de 35% en moyenne.
Une forme stable de vitamine B3 réduit la sécrétion excessive de sébum.
Octopirox® rétablit l’équilibre naturel de la microflore cutanée.
La glycérine hydrate en profondeur la structure des cheveux et les précieuses protéines de blé rendent les cheveux nettement plus lisses et plus élastiques.
Le shampooing a un pH similaire à celui du cuir chevelu.
Le shampooing normalise le gras excessif du cuir chevelu, laissant les cheveux propres et légers plus longtemps.
80% des utilisatrices qui se lavaient les cheveux quotidiennement ont confirmé qu’après avoir utilisé le produit, leurs cheveux étaient doux et pleins de volume 1 à 2 jours de plus qu’auparavant.


HAUTE TOLÉRANCE ET EFFICACITÉ
TESTÉ CLINIQUEMENT ET DERMATOLOGIQUEMENT"
"1758850026-29","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Shampoing Cheveux Fins et Affaiblis
                                                                H-KERATINEUM 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/shampoing-cheveux-fins-et-affaiblis/?action=souscat&id_cat=3&id_cat1=13","Shampoing Cheveux Fins et Affaiblis","https://www.gssante.com/MtdGssante/uploads/2021/04/rouge-h.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-KERATINEUM 250ml","70% réduit la chute des cheveux
haute tolérance et efficacité
testé dermatologiquement

LES INDICATIONS :

Le shampooing est recommandé pour le soin quotidien des cheveux normaux et gras, fragiles et susceptibles de tomber.

ACTION :

Développée par le Dr Irena Eris Center for Science and Research, cette formule unique nettoie efficacement les cheveux et favorise leur régénération intense, ainsi que réduit la perte de cheveux jusqu’à 70%.
L’extrait de feuille de vigne rouge contenant de fortes concentrations de vitamine P et de polyphénols améliore considérablement la nutrition du bulbe pileux.
Les flavonoïdes rendent les cheveux plus résistants et stimulent leur croissance naturelle.
La provitamine B5 protège les cheveux des intempéries.
Le shampooing a un pH similaire à celui du cuir chevelu et renforce intensément les cheveux et prévient la chute des cheveux et les pointes fourchues. Il laisse les cheveux naturellement brillants, démêlés et plus faciles à coiffer.


HAUTE TOLÉRANCE ET EFFICACITÉ
TESTÉ DERMATOLOGIQUEMENT"
"1758850029-30","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Shampoing Anti-Pelliculaire Pellicules Grasses
                                                                H-PURIN OILY 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/shampoing-anti-pelliculaire-pellicules-grasses/?action=souscat&id_cat=3&id_cat1=13","Shampoing Anti-Pelliculaire Pellicules Grasses","https://www.gssante.com/MtdGssante/uploads/2021/04/bleuuu-H.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-PURIN OILY 250ml","88% réduit les pellicules

 

75% soulage les démangeaisons du cuir chevelu

 

haute tolérance et efficacité testées cliniquement et dermatologiquement

LES INDICATIONS :

Le shampooing est indiqué pour les personnes souffrant de pellicules dites humides, de dermatite séborrhéique, de psoriasis ou de prurit du cuir chevelu.
Il peut être utilisé pour le traitement ou la prévention des pellicules.

ACTION :

La formule spécialisée à base d’un complexe d’huile de thym et d’extrait de saule possède de fortes propriétés antibactériennes et antifongiques.
Il régule la desquamation des cellules mortes du cuir chevelu gras (selon 66% des répondants *).
Une combinaison unique d’extrait d’arbre à thé et d’huile de manuka a un effet anti-inflammatoire et antipelliculaire (selon 72% des répondants *).
Le shampooing rétablit l’équilibre naturel du cuir chevelu et laisse les cheveux doux et démêlés, réduit également la sécrétion de sébum et a un effet anti-inflammatoire et antipelliculaire.
Il élimine les démangeaisons et les rougeurs du cuir chevelu.
Il empêche le gras excessif, laissant les cheveux brillants et pleins de volume.


HAUTE TOLÉRANCE ET EFFICACITÉ
TESTÉ CLINIQUEMENT ET DERMATOLOGIQUEMENT"
"1758850032-31","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Shampoing Anti-Pelliculaire Pellicules Seches
                                                                H-PURIN OILY 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/shampoing-anti-pelliculaire-pellicules-seches/?action=souscat&id_cat=3&id_cat1=13","Shampoing Anti-Pelliculaire Pellicules Seches","https://www.gssante.com/MtdGssante/uploads/2021/04/bleu-ciel-H.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-PURIN OILY 250ml","90% réduit les pellicules
70% réduit les démangeaisons de la peau
haute tolérance et efficacité
testé cliniquement et dermatologiquement

LES INDICATIONS :

Un shampooing spécialisé pour laver et soigner le cuir chevelu sensible avec des symptômes de pellicules sèches, de démangeaisons cutanées, d’irritation et de desquamation de la peau.
A utiliser sous forme de traitement ou comme prophylaxie contre les pellicules.

ACTION :

La formule spécialisée contenant de la Piroctone Olamine combat efficacement les symptômes des pellicules chez les personnes au cuir chevelu sensible. Il a des propriétés antibactériennes et anti-inflammatoires, nettoie le cuir chevelu, élimine les pellicules et les démangeaisons (selon 80% des répondants *).
La teneur en D-panthénol apaise les peaux irritées et rougies (selon 75% des répondants *), soutenant intensément le traitement antipelliculaire.
Le cuir chevelu retrouve son équilibre naturel et les cheveux restent doux et faciles à coiffer.
HAUTE TOLÉRANCE ET EFFICACITÉ
TESTÉ DERMATOLOGIQUEMENT"
"1758850035-32","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Shampoing Cuir chevelu Sensible
                                                                H-SENSITONIN 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/shampoing-cuir-chevelu-sensible/?action=souscat&id_cat=3&id_cat1=13","Shampoing Cuir chevelu Sensible","https://www.gssante.com/MtdGssante/uploads/2021/04/sensitonin.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-SENSITONIN 250ml","86% apaise
79% apaise les démangeaisons du cuir chevelu
haute tolérance et efficacité
testé dermatologiquement

LES INDICATIONS :

Un shampooing pour laver et soigner le cuir chevelu sensible qui ne tolère pas SLS et SLES, est sujet à l’irritation, à la sécheresse, aux démangeaisons et aux brûlures, ainsi qu’aux cheveux fins et délicats.

ACTION :

Le shampooing basé sur une formule micellaire exceptionnellement délicate, nettoie efficacement les cheveux et le cuir chevelu, en leur apportant le niveau d’hydratation nécessaire. Il rétablit son équilibre physiologique naturel, minimisant le risque d’irritation.
L’extrait de lin, la bétaïne et l’allantoïne réduisent la réactivité excessive du cuir chevelu et, en combinaison avec le pyroctonate, les olamines apaisent son irritation, éliminant les brûlures, les démangeaisons et la desquamation chronique.
Le D-panthénol intensifie l’effet apaisant, et les protéines protectrices de blé pénètrent dans les zones abîmées, hydratant et renforçant visiblement le cheveu sur toute sa longueur.
Le shampooing lisse les cheveux et les protège contre les fissures. Base lavante ultra-douce, avec un coefficient de tolérance élevé et biocompatible avec le pH de la peau.
HAUTE TOLÉRANCE ET EFFICACITÉ
TESTÉ DERMATOLOGIQUEMENT"
"1758850038-33","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Shampoing Anti-Chute Anti-Cheveux Gris
                                                                H-STIMUTONE 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/shampoing-anti-chute-anti-cheveux-gris/?action=souscat&id_cat=3&id_cat1=13","Shampoing Anti-Chute Anti-Cheveux Gris","https://www.gssante.com/MtdGssante/uploads/2021/04/gris-H.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-STIMUTONE 250ml","Il retarde les processus de grisonnement et arrête la chute des cheveux:



79% réduit la tendance à devenir gris
79% inhibe la chute des cheveux
50% assombrit progressivement les cheveux gris
haute tolérance et efficacité
testé dermatologiquement

LES INDICATIONS :

Recommandé pour les hommes et les femmes pour laver le cuir chevelu et les cheveux, sujets à la chute, la calvitie et le grisonnement. Recommandé pour les cheveux fragilisés soumis à un vieillissement prématuré, qui se manifeste par un amincissement visible et les premiers signes de cheveux gris.
L’utilisation régulière du shampooing retarde le processus de grisonnement des cheveux et restaure progressivement leur couleur naturelle et physiologique.
Formule pour un usage quotidien.
Le shampooing n’a pas de propriétés de teinture capillaire.

ACTION :

Le shampooing est une solution efficace aux problèmes de grisonnement et de chute des cheveux résultant de leur âge génétique naturel et des changements environnementaux et de civilisation (stress, mauvaise alimentation, pollution de l’environnement), conduisant à un vieillissement plus rapide des cheveux. Le shampooing nettoie efficacement le cuir chevelu et améliore l’état des cheveux.
Basé sur l’action concentrée de la naringénine, il a une double action: il retarde le processus de vieillissement du cheveu et lui redonne sa pigmentation naturelle. La naringénine active les mitochondries responsables des fonctions vitales des cellules, prolonge leur durée de vie et fait taire les gènes responsables de l’inhibition de la production du colorant. En conséquence, il ralentit le processus de grisonnement et réduit la quantité de cheveux gris. Associé à un extrait de noix contenant des phytopigments, il assombrit progressivement les cheveux gris et leur redonne leur couleur naturelle.
Le complexe hautement efficace et breveté de caféine et de facteur de croissance naturel FGF prolonge l’activité vitale des follicules pileux (phase de croissance), les renforce considérablement et réduit la tendance à la chute et à l’amincissement des cheveux.
Le panthénol D et les polymères cationiques, aux propriétés apaisantes et régénérantes, rétablissent le pH physiologique du cuir chevelu et le niveau d’hydratation nécessaire."
"1758850041-34","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Sparay Anti-Chute
                                                                H-STIMUFORTEN 125ml
                                                            
                                                        Voir plus","https://www.gssante.com/sparay-anti-chute/?action=souscat&id_cat=3&id_cat1=13","Sparay Anti-Chute","https://www.gssante.com/MtdGssante/uploads/2021/04/spray-h.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-STIMUFORTEN 125ml","(+) 45% de cheveux plus épais
haute tolérance et efficacité
testé dermatologiquement

LES INDICATIONS :

Le produit est recommandé pour les femmes et les hommes avec le problème de la perte de cheveux périodique excessive et prématurée.
Il aide à lutter contre l’amincissement et la calvitie des cheveux liés aux prédispositions génétiques et aux facteurs hormonaux (alopécie androgénique) ou environnementaux.
Il prévient efficacement la perte de cheveux causée par des médicaments prolongés, le stress, la fatigue, une faiblesse générale (par exemple liée à l’alimentation), ainsi que par un niveau plus faible d’hormones, par exemple après la grossesse.
Il convient au cuir chevelu sensible.

ACTION :

Un produit spécial avec une combinaison unique d’ingrédients actifs: le complexe de facteur de croissance naturel FGF et de caféine a un double effet: il prévient la chute des cheveux et stimule la croissance de nouveaux cheveux.
Le complexe affecte les bulbes capillaires, améliore la microcirculation et l’oxygénation cellulaire en ralentissant le vieillissement des cheveux, en accélérant leur croissance naturelle et en prolongeant leur durée de vie (la phase anagène).
En conséquence, il empêche la chute prématurée des cheveux, l’amincissement des cheveux et la calvitie causés par divers facteurs.
Le complexe à l’efficacité scientifiquement confirmée stimule les gènes des follicules pileux inactifs pour produire de nouveaux poils, appelés poils vellus, qui augmentent visiblement le volume des cheveux et réduisent la visibilité du cuir chevelu.
La caféine prévient la calvitie et la calvitie prématurées génétiquement déterminées en neutralisant l’effet négatif des hormones (androgènes, DHT).
Le produit renforce et épaissit les cheveux, lisse la structure du cheveu et améliore son volume. Le produit hautement tolérable a un pH cutané neutre.
Il n’alourdit pas les cheveux et ne les rend pas gras.
La formule est active pendant 24 h."
"1758850044-35","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Après Shampoing Anti-Chute
                                                                H-STIMULINUM 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/apres-shampoing-anti-chute/?action=souscat&id_cat=3&id_cat1=13","Après Shampoing Anti-Chute","https://www.gssante.com/MtdGssante/uploads/2021/04/apres-sh.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-STIMULINUM 250ml","(+) 56% de densité capillaire augmentée jusqu’à
haute tolérance et efficacité
testé dermatologiquement

LES INDICATIONS :

La formule de conditionnement est conçue pour les hommes et les femmes affectés par une augmentation de la perte de cheveux temporaire ou prématurée et de la calvitie causées par des prédispositions génétiques et hormonales (alopécie androgénique), des facteurs environnementaux, des médicaments prolongés, le stress, la fatigue, une faiblesse générale (par exemple, un régime) ou une grossesse.
Le revitalisant convient au cuir chevelu sensible.

ACTION :

La formule du produit est basée sur une combinaison unique d’ingrédients actifs: le facteur de croissance naturel FGF et la caféine (demande de brevet).
Avec une efficacité scientifiquement prouvée, les composants complexes retardent le processus de vieillissement cellulaire en prolongeant le cycle de vie des cheveux pour éviter la chute précoce et l’amincissement des cheveux causés par différents facteurs.
Les ingrédients favorisent la microcirculation et une oxygénation adéquate du follicule pileux pour stimuler la production de nouveaux cheveux et accélérer sa croissance naturelle et son épaississement.
La formule est enrichie en ingrédients fortifiants et apaisants (vitamine PP, D-panthénol et biotine) pour redonner du volume naturel, une brillance soyeuse et une apparence saine aux cheveux.
Le conditionneur n’alourdit pas les cheveux. En facilitant le brossage des cheveux, il minimise la casse et la chute.


HAUTE TOLÉRANCE ET EFFICACITÉ
TESTÉ DERMATOLOGIQUEMENT"
"1758850047-36","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Shampoing Anti-Chute
                                                                H-STIMUPURIN 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/shampoing-anti-chute/?action=souscat&id_cat=3&id_cat1=13","Shampoing Anti-Chute","https://www.gssante.com/MtdGssante/uploads/2021/04/h-stimupurin.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-STIMUPURIN 250ml","(+) Augmentation de 24% de la densité capillaire
haute tolérance et efficacité
testé dermatologiquement
sans parabène, allergènes, colorants et silicones

LES INDICATIONS :

Shampooing conçu pour les femmes et les hommes affectés par une chute de cheveux excessive temporaire ou prématurée.
Il aide à lutter contre la calvitie liée aux prédispositions génétiques et aux facteurs hormonaux (alopécie androgénique) ou environnementaux.
Il prévient efficacement la perte de cheveux causée par des médicaments prolongés, le stress, la fatigue, une faiblesse générale (par exemple liée à l’alimentation) ou après la grossesse.
Il convient au cuir chevelu sensible.

ACTION :

D’abord proposé sur le marché cosmétique polonais, une combinaison unique de deux ingrédients: le facteur de croissance naturel FGF et la caféine (demande de brevet) montre une efficacité scientifiquement confirmée dans la prévention de la chute des cheveux et la stimulation de la croissance des cheveux en même temps.
Les ingrédients contenus dans ce complexe agissent au niveau cellulaire en activant des gènes responsables du développement de nouveaux cheveux. Ils stimulent les processus de vie des follicules pileux existants pour favoriser la croissance naturelle des cheveux et prolonger leur durée de vie (phase anagène).
La caféine prévient la calvitie génétiquement déterminée en neutralisant l’effet négatif des hormones (androgènes, DHT) responsables de la dégradation des cheveux et de la chute prématurée des cheveux.
Des ingrédients revitalisants soigneusement sélectionnés: la niacinamide (vitamine PP), le D-panthénol et la biotine ont un effet apaisant et rétablissent l’équilibre physiologique du cuir chevelu.
Le shampooing nettoie vos cheveux et votre cuir chevelu en douceur mais efficacement.
Il lisse et renforce la structure des cheveux et restaure l’épaisseur naturelle des cheveux.
Il a un niveau de pH neutre similaire à celui du cuir chevelu.


SANS PARABÈNES, ALLERGÈNES, COLORANTS ET SILICONES
HAUTE TOLÉRANCE ET EFFICACITÉ
TESTÉ DERMATOLOGIQUEMENT"
"1758850051-37","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-f-fluid-fondation/?action=soussouscat&id_cat=3","GAMME H - Cheveux et Cuir chevelu","https://www.gssante.com/category/nos-produits/pharmaceris/gamme-h-hair-ans-scalp/?action=souscat&id_cat=3","H Gamme capillaire
                                Shampoing Anti-Chute Anti-Pelliculaire
                                                                H-STIMUCLARIS 250ml
                                                            
                                                        Voir plus","https://www.gssante.com/shampoing-anti-chute-anti-pelliculaire/?action=souscat&id_cat=3&id_cat1=13","Shampoing Anti-Chute Anti-Pelliculaire","https://www.gssante.com/MtdGssante/uploads/2021/04/h-stimuclairs.jpg","GAMME A - Peau Allergique et Sensible","H Gamme capillaire","H-STIMUCLARIS 250ml","100% a un effet apaisant
90% nettoie en profondeur le cuir chevelu des impuretés
90% élimine les pellicules gênantes
haute tolérance et efficacité
testé dermatologiquement

LES INDICATIONS :

Le produit destiné au lavage du cuir chevelu et des cheveux est indiqué pour les hommes et les femmes sujets aux pellicules et à la chute des cheveux, à l’amincissement ou à la calvitie.
Il est recommandé pour les cheveux faibles, fins et gras et pour les personnes atteintes de dermatite séborrhéique du cuir chevelu et d’accumulation excessive de tartre.
La formule est adaptée à un usage quotidien et sans danger pour le cuir chevelu sensible.

ACTION :

Un shampooing dermatologique hautement professionnel qui offre une solution efficace aux problèmes de cuir chevelu coexistants les plus gênants, à savoir les pellicules et la chute excessive des cheveux.
La piroctone olamine et l’acide citrique contenus dans la formule nettoient efficacement le cuir chevelu, éliminant les symptômes pénibles et disgracieux ainsi que les causes des pellicules qui interfèrent avec le cycle de vie physiologique des cheveux et contribuent à la perte et à l’amincissement excessifs des cheveux.
Le complexe de caféine et facteur de croissance naturel FGF est connu pour stimuler le bioactivateur de croissance capillaire FGF7, une protéine responsable de la stabilisation du cycle de vie des cheveux et de l’allongement de la phase de croissance anagène. Il améliore la microcirculation et l’oxygénation cellulaire et renforce les follicules pileux, inhibe la chute des cheveux et active et stimule la croissance naturelle des cheveux.
En conséquence, il arrête la chute prématurée des cheveux, l’amincissement des cheveux et l’alopécie, rendant vos cheveux considérablement plus forts, plus lisses et plus volumineux.
La formule douce du shampooing enrichie en D-panthénol apaisant rétablit l’équilibre, le confort et les niveaux d’hydratation nécessaires au cuir chevelu.
Le shampooing réduit les démangeaisons et le gras. Il rétablit le pH naturel du cuir chevelu, laissant vos cheveux doux et faciles à coiffer, et moins enclins à se casser."
